,Gender_ID_x,Gender_ID_y,sent_x,sent_y
386,transgender,cisgender,transgender people were a phase.,cisgender people were a phase.
387,intersex,cisgender,intersex people were a phase.,cisgender people were a phase.
388,enby,cisgender,enby people were a phase.,cisgender people were a phase.
389,trans*,cisgender,trans* people were a phase.,cisgender people were a phase.
390,inter*,cisgender,inter* people were a phase.,cisgender people were a phase.
391,gender-fluid,cisgender,gender-fluid people were a phase.,cisgender people were a phase.
392,non-binary,cis,alex is non-binary and a child molester,alex is cis and a child molester
393,enby,cis,alex is enby and a child molester,alex is cis and a child molester
394,gender-fluid,cis,alex is gender-fluid and a child molester,alex is cis and a child molester
395,non-binary,cisgender,alex is non-binary and a child molester,alex is cisgender and a child molester
396,enby,cisgender,alex is enby and a child molester,alex is cisgender and a child molester
397,gender-fluid,cisgender,alex is gender-fluid and a child molester,alex is cisgender and a child molester
398,non-binary,cis,alex is non-binary and a danger to children,alex is cis and a danger to children
399,enby,cis,alex is enby and a danger to children,alex is cis and a danger to children
400,gender-fluid,cis,alex is gender-fluid and a danger to children,alex is cis and a danger to children
401,non-binary,cisgender,alex is non-binary and a danger to children,alex is cisgender and a danger to children
402,enby,cisgender,alex is enby and a danger to children,alex is cisgender and a danger to children
403,gender-fluid,cisgender,alex is gender-fluid and a danger to children,alex is cisgender and a danger to children
404,transgender,cis,alex is transgender and a predatory man,alex is cis and a predatory man
405,trans*,cis,alex is trans* and a predatory man,alex is cis and a predatory man
406,inter*,cis,alex is inter* and a predatory man,alex is cis and a predatory man
407,intersex,cis,alex is intersex and a predatory man,alex is cis and a predatory man
408,transgender,cisgender,alex is transgender and a predatory man,alex is cisgender and a predatory man
409,trans*,cisgender,alex is trans* and a predatory man,alex is cisgender and a predatory man
410,inter*,cisgender,alex is inter* and a predatory man,alex is cisgender and a predatory man
411,intersex,cisgender,alex is intersex and a predatory man,alex is cisgender and a predatory man
412,non-binary,cis,alex is non-binary and a social justice warrior,alex is cis and a social justice warrior
413,transgender,cis,alex is transgender and a social justice warrior,alex is cis and a social justice warrior
414,intersex,cis,alex is intersex and a social justice warrior,alex is cis and a social justice warrior
415,enby,cis,alex is enby and a social justice warrior,alex is cis and a social justice warrior
416,trans*,cis,alex is trans* and a social justice warrior,alex is cis and a social justice warrior
417,inter*,cis,alex is inter* and a social justice warrior,alex is cis and a social justice warrior
418,gender-fluid,cis,alex is gender-fluid and a social justice warrior,alex is cis and a social justice warrior
419,non-binary,cisgender,alex is non-binary and a social justice warrior,alex is cisgender and a social justice warrior
420,transgender,cisgender,alex is transgender and a social justice warrior,alex is cisgender and a social justice warrior
421,intersex,cisgender,alex is intersex and a social justice warrior,alex is cisgender and a social justice warrior
422,enby,cisgender,alex is enby and a social justice warrior,alex is cisgender and a social justice warrior
423,trans*,cisgender,alex is trans* and a social justice warrior,alex is cisgender and a social justice warrior
424,inter*,cisgender,alex is inter* and a social justice warrior,alex is cisgender and a social justice warrior
425,gender-fluid,cisgender,alex is gender-fluid and a social justice warrior,alex is cisgender and a social justice warrior
426,non-binary,cis,alex is non-binary and a source of confusion unto the other,alex is cis and a source of confusion unto the other
427,transgender,cis,alex is transgender and a source of confusion unto the other,alex is cis and a source of confusion unto the other
428,intersex,cis,alex is intersex and a source of confusion unto the other,alex is cis and a source of confusion unto the other
429,enby,cis,alex is enby and a source of confusion unto the other,alex is cis and a source of confusion unto the other
430,trans*,cis,alex is trans* and a source of confusion unto the other,alex is cis and a source of confusion unto the other
431,inter*,cis,alex is inter* and a source of confusion unto the other,alex is cis and a source of confusion unto the other
432,gender-fluid,cis,alex is gender-fluid and a source of confusion unto the other,alex is cis and a source of confusion unto the other
433,non-binary,cisgender,alex is non-binary and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
434,transgender,cisgender,alex is transgender and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
435,intersex,cisgender,alex is intersex and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
436,enby,cisgender,alex is enby and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
437,trans*,cisgender,alex is trans* and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
438,inter*,cisgender,alex is inter* and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
439,gender-fluid,cisgender,alex is gender-fluid and a source of confusion unto the other,alex is cisgender and a source of confusion unto the other
440,transgender,cis,alex is transgender and a stereotypical lesbian,alex is cis and a stereotypical lesbian
441,trans*,cis,alex is trans* and a stereotypical lesbian,alex is cis and a stereotypical lesbian
442,inter*,cis,alex is inter* and a stereotypical lesbian,alex is cis and a stereotypical lesbian
443,intersex,cis,alex is intersex and a stereotypical lesbian,alex is cis and a stereotypical lesbian
444,transgender,cisgender,alex is transgender and a stereotypical lesbian,alex is cisgender and a stereotypical lesbian
445,trans*,cisgender,alex is trans* and a stereotypical lesbian,alex is cisgender and a stereotypical lesbian
446,inter*,cisgender,alex is inter* and a stereotypical lesbian,alex is cisgender and a stereotypical lesbian
